List actors that have starred in more than one movie under a company.
SELECT C.member_id, C.first, C.last, P.company, COUNT(S.movie_id) AS num_movies FROM Casts C NATURAL JOIN starred_in S NATURAL JOIN produced P GROUP BY C.member_id, P.company HAVING COUNT(S.movie_id) > 1;
 member_id |      first      |      last      |                   company                   | num_movies 
      6396 | Kristen         | Bell           | Walt Disney Animation Studios               |          2
      6334 | Chevy           | Chase          | Universal Pictures                          |          2
      6188 | Christian       | Bale           | Warner Bros.                                |          3
      2972 | Will            | Ferrell        | Universal Pictures                          |          2
      3559 | Jet             | Li             | Golden Harvest Company                      |          2
      6224 | G̩rard         | Depardieu      | Cin̩ Valse                                 |          2
      2787 | Tom             | Hanks          | Twentieth Century Fox                       |          2
      6739 | Ray             | Romano         | Blue Sky Studios                            |          2
      2787 | Tom             | Hanks          | Dreamworks Pictures                         |          4
      6290 | Tom             | Cruise         | Paramount Pictures                          |         12
      6449 | Gerard          | Butler         | Millennium Films                            |          2
      6163 | Chuck           | Norris         | Golan-Globus Productions                    |          2
      6479 | Sean            | Connery        | Paramount Pictures                          |          2
      4432 | Mike            | Myers          | Paramount Pictures                          |          3
      6799 | Logan           | Lerman         | Summit Entertainment                        |          2
      6196 | John            | Travolta       | Paramount Pictures                          |          6
      2050 | Nicolas         | Cage           | Columbia Pictures                           |          3
      6261 | Arnold          | Schwarzenegger | Dino De Laurentiis Company                  |          2
      6246 | Dennis          | Quaid          | Touchstone Pictures                         |          2
       969 | George          | Clooney        | Twentieth Century Fox                       |          2
      1881 | Mel             | Gibson         | Warner Bros.                                |          7
      5158 | Bruce           | Willis         | Columbia Pictures                           |          2
      6949 | Bryan           | Brown          | Orion Pictures                              |          2
      2014 | Nanni           | Moretti        | Sacher Film                                 |          2
      6518 | Robin           | Williams       | Walt Disney Pictures                        |          2
      4057 | Steve           | Martin         | Imagine Entertainment                       |          3
      6781 | Hilary          | Swank          | Alcon Entertainment                         |          2
      6171 | Juliette        | Binoche        | MK2 Productions                             |          2
      1862 | Matthew         | Broderick      | Walt Disney Pictures                        |          2
      6376 | Saoirse         | Ronan          | Focus Features                              |          2
      6245 | Gene            | Hackman        | Orion Pictures                              |          2
      4432 | Mike            | Myers          | DreamWorks Animation                        |          2
      7721 | Dylan           | O'Brien        | Gotham Group                                |          2
      6657 | Patrick         | Stewart        | Paramount Pictures                          |          3
      5158 | Bruce           | Willis         | Universal Pictures                          |          3
      2787 | Tom             | Hanks          | Columbia Pictures                           |          4
      6374 | Al              | Pacino         | New Line Cinema                             |          2
      6795 | Macaulay        | Culkin         | Twentieth Century Fox                       |          3
      6471 | Shelley         | Long           | Touchstone Pictures                         |          2
      6931 | Cillian         | Murphy         | DNA Films                                   |          2
      6616 | Dan             | Monahan        | Astral Bellevue Path̩                      |          2
       969 | George          | Clooney        | Warner Bros.                                |          6
      1607 | Kevin           | Costner        | Summit Entertainment                        |          2
       792 | Eddie           | Murphy         | Paramount Pictures                          |          7
      6635 | Cameron         | Diaz           | Twentieth Century Fox                       |          3
      7328 | Sam             | Neill          | Universal Pictures                          |          2
      6501 | Kevin           | Bacon          | Columbia Pictures                           |          4
      6303 | Daniel          | Radcliffe      | Warner Bros.                                |          8
      6402 | Matthew         | McConaughey    | Warner Bros.                                |          2
      2909 | William         | Shatner        | Paramount Pictures                          |          5
      2789 | Tom             | Holland        | Columbia Pictures                           |          2
      6776 | Elliott         | Gould          | Walt Disney Productions                     |          2
      6276 | Brad            | Pitt           | Paramount Pictures                          |          3
       710 | Denzel          | Washington     | BRON Studios                                |          2
      6533 | Ren̩e          | Zellweger      | Universal Pictures                          |          2
      7132 | Jason James     | Richter        | Warner Bros. Family Entertainment           |          3
      6277 | Michael         | Keaton         | Warner Bros.                                |          3
      6580 | John            | Cusack         | Miramax                                     |          2
      6271 | Nicole          | Kidman         | Columbia Pictures                           |          2
      6628 | Samuel L.       | Jackson        | New Line Cinema                             |          2
      6199 | Bill            | Pullman        | Universal Pictures                          |          2
      6316 | Charles         | Bronson        | Golan-Globus Productions                    |          3
      6682 | David           | Arquette       | Warner Bros.                                |          2
      6374 | Al              | Pacino         | Warner Bros.                                |          2
      7096 | Bruce           | Campbell       | Renaissance Pictures                        |          2
      6271 | Nicole          | Kidman         | New Line Cinema                             |          2
      6957 | Zachary         | Gordon         | Fox 2000 Pictures                           |          2
       234 | Ben             | Stiller        | Miramax                                     |          2
      6781 | Hilary          | Swank          | Warner Bros.                                |          2
      6740 | Jesse           | Eisenberg      | Columbia Pictures                           |          3
      6471 | Shelley         | Long           | Paramount Pictures                          |          2
      7631 | Oakes           | Fegley         | Amazon Studios                              |          2
       771 | Drew            | Barrymore      | Dino De Laurentiis Company                  |          2
      6532 | Wesley          | Snipes         | Warner Bros.                                |          3
      4238 | Matt            | Damon          | Twentieth Century Fox                       |          3
      6230 | Meryl           | Streep         | Columbia Pictures                           |          2
      6925 | Pauly           | Shore          | Hollywood Pictures                          |          2
      6828 | Chris           | Farley         | Broadway Pictures                           |          2
      6638 | Kang-ho         | Song           | CJ Entertainment                            |          3
      6885 | Donald          | Sutherland     | Paramount Pictures                          |          2
      4955 | Jack            | Black          | DreamWorks Animation                        |          2
      2461 | Russell         | Crowe          | Universal Pictures                          |          4
       140 | Andy            | Garcia         | Paramount Pictures                          |          2
      4989 | Kevin           | Hart           | LStar Capital                               |          2
      7458 | Frank           | Grillo         | Universal Pictures                          |          2
      6458 | Val             | Kilmer         | Metro-Goldwyn-Mayer (MGM)                   |          2
      7590 | Michelle        | Pfeiffer       | Orion Pictures                              |          2
      2919 | Woody           | Allen          | Sweetland Films                             |          2
      7645 | John            | Belushi        | Universal Pictures                          |          2
      6289 | Chris           | Pine           | Paramount Pictures                          |          4
      7635 | Noah            | Taylor         | Kennedy Miller Productions                  |          2
      6276 | Brad            | Pitt           | Columbia Pictures                           |          2
      7063 | Jackie          | Gleason        | Universal Pictures                          |          2
      6724 | Brendan         | Fraser         | New Line Cinema                             |          2
      6150 | Kristy          | McNichol       | Metro-Goldwyn-Mayer (MGM)                   |          2
      6274 | Ethan           | Hawke          | Universal Pictures                          |          2
      6402 | Matthew         | McConaughey    | Lionsgate                                   |          2
      2696 | Sylvester       | Stallone       | Carolco Pictures                            |          2
      7275 | Keira           | Knightley      | Universal Pictures                          |          2
      7438 | Sissy           | Spacek         | Universal Pictures                          |          2
      7649 | Roger           | Moore          | Eon Productions                             |          2
      2972 | Will            | Ferrell        | Columbia Pictures                           |          5
      6796 | Hugh            | Grant          | Universal Pictures                          |          2
      6209 | Richard         | Gere           | Paramount Pictures                          |          4
       175 | Antonio         | Banderas       | Columbia Pictures                           |          3
      2787 | Tom             | Hanks          | Pixar Animation Studios                     |          2
      7675 | Jesse           | Bradford       | Twentieth Century Fox                       |          2
      6245 | Gene            | Hackman        | TriStar Pictures                            |          2
      6815 | Peter           | Weller         | Orion Pictures                              |          2
      2409 | Roberto         | Benigni        | Melampo Cinematografica                     |          2
      7676 | Jim             | Varney         | Touchstone Pictures                         |          2
       517 | Clint           | Eastwood       | Warner Bros.                                |         10
      2787 | Tom             | Hanks          | Castle Rock Entertainment                   |          2
      6580 | John            | Cusack         | A&M Films                                   |          2
      6700 | Gwyneth         | Paltrow        | Miramax                                     |          3
      6503 | Diane           | Lane           | Warner Bros.                                |          2
      6770 | Judi            | Dench          | Blueprint Pictures                          |          2
      6355 | Charlotte       | Gainsbourg     | Zentropa Entertainments                     |          2
      7074 | Kevin           | Conroy         | Warner Bros. Animation                      |          2
      6486 | John            | Goodman        | Universal Pictures                          |          5
      2919 | Woody           | Allen          | Jack Rollins & Charles H. Joffe Productions |          5
      7213 | William         | Hurt           | Warner Bros.                                |          2
      6410 | Tobey           | Maguire        | Universal Pictures                          |          2
      4432 | Mike            | Myers          | New Line Cinema                             |          2
      6189 | Charlie         | Sheen          | Twentieth Century Fox                       |          3
      7152 | Anna            | Kendrick       | Brownstone Productions (II)                 |          2
      2812 | Tommy Lee       | Jones          | EuropaCorp                                  |          2
      6673 | Heath           | Ledger         | Columbia Pictures                           |          2
       957 | Gene            | Wilder         | Orion Pictures                              |          2
      6232 | Harrison        | Ford           | Columbia Pictures                           |          3
      1607 | Kevin           | Costner        | Universal Pictures                          |          3
      6395 | Dwayne          | Johnson        | Walt Disney Pictures                        |          2
       841 | Ewan            | McGregor       | Channel Four Films                          |          2
      2476 | Sally           | Field          | Paramount Pictures                          |          2
      6233 | Kevin           | Kline          | Fox Searchlight Pictures                    |          2
       368 | Burt            | Reynolds       | Universal Pictures                          |          4
      6811 | Oscar           | Isaac          | Metro-Goldwyn-Mayer (MGM)                   |          2
      6234 | Julia           | Roberts        | Universal Pictures                          |          2
      6855 | Yves            | Montand        | DD Productions                              |          2
      6321 | Ellen           | Burstyn        | Universal Pictures                          |          2
      6824 | Pat             | Morita         | Columbia Pictures                           |          2
      6410 | Tobey           | Maguire        | Columbia Pictures                           |          3
      6470 | Martha          | Higareda       | Neverending Media                           |          2
(585 rows)

